postcode,title,query_postcode,district,municipality,locality,lat,lng
2655-445,Rua dos 3 Moinhos,2655-445,Lisboa,Mafra,Ericeira,38.960376,-9.401118
7000-518,Rua de São Cristóvão,7000-518,Évora,Santo Antão,Santo Antão,38.572109,-7.913592
2640-095,Estrada da Ponte,2640-095,Lisboa,Mafra,Santo Isidoro,38.991728,-9.395685
2710-250,Avenida 25 de Abril,2710-250,Lisboa,Sintra,São Martinho,38.800742,-9.423003
1750-313,Rua António Lopes Ribeiro,1750-313,Lisboa,Lumiar,Lumiar,38.767146,-9.153066
2640-252,Caminho do Alto de Nossa Senhora,2640-252,Lisboa,Mafra,Encarnação,39.027226,-9.391505
2765-129,Rua Dom Bosco,2765-129,Lisboa,Cascais,Estoril,38.718295,-9.406500
1100-609,Rua Torre de Santiago,1100-609,Lisboa,Santiago,Santiago,38.711965,-9.132124
1400-164,Calçada do Galvão,1400-164,Lisboa,Santa Maria de Belém,Santa Maria de Belém,38.704207,-9.202877
2820-115,Rua dos Pioneiros,2820-115,Setúbal,Almada,Charneca da Caparica,38.591424,-9.181604
1050-038,Avenida de Berna,1050-038,Lisboa,Nossa Senhora de Fátima,Nossa Senhora de Fátima,38.739519,-9.151893
7080-032,Rua Carlos Pacheco,7080-032,Évora,Vendas Novas,Vendas Novas,38.680717,-8.483179
4715-248,Rua Doutor Egídio Guimarães,4715-248,Braga,Lamaçães,Lamaçães,41.543551,-8.401910
1500-052,Estrada dos Arneiros,1500-052,Lisboa,Benfica,Benfica,38.755220,-9.198901
6400-345,Rua do Chafariz,6400-345,Guarda,Pinhel,Pinhel,40.636799,-7.066537
4540-687,Vinha do Souto,4540-687,Aveiro,Arouca,Várzea,40.918431,-8.233472
3200-203,Avenida São Silvestre,3200-203,Coimbra,Lousã,Lousã,40.112231,-8.244186
1750-012,Rua Alexandre Ferreira,1750-012,Lisboa,Lumiar,Lumiar,38.776309,-9.162749
2840-727,Avenida Carlos de Oliveira,2840-727,Setúbal,Seixal,Arrentela,38.626010,-9.098784
8650-328,Rua Vasco da Gama,8650-328,Faro,Vila do Bispo,Sagres,37.089846,-8.868362
4445-455,Rua Heróis de Angola,4445-455,Porto,Valongo,Ermesinde,41.205838,-8.551787
2700-170,Rua do Casal de São Vicente,2700-170,Lisboa,Amadora,Falagueira,38.758158,-9.220865
3700-771,Caroleiro,3700-771,Aveiro,Oliveira de Azeméis,Nogueira do Cravo,40.891972,-8.452507
2970-800,Torrões,2970-800,Setúbal,Sesimbra,Castelo (Sesimbra),38.480879,-9.175204
7670-503,Santa Luzia,7670-503,Beja,Ourique,Santa Luzia,37.732443,-8.405321
8100-161,Besteiros,8100-161,Faro,Loulé,Salir,37.334307,-7.955598
8005-539,Vale Seixos,8005-539,Faro,Estoi,Estoi,37.027629,-7.930966
4050-227,Rua Damião de Góis,4050-227,Porto,Cedofeita,Cedofeita,41.161923,-8.612920
2655-220,Praceta da Calçadinha Preta,2655-220,Lisboa,Mafra,Ericeira,38.971535,-9.380331
2750-452,Rua Nova da Alfarrobeira,2750-452,Lisboa,Cascais,Cascais,38.698413,-9.421484
2775-665,Rua do Girassol,2775-665,Lisboa,Cascais,Carcavelos,38.680073,-9.329087
4405-616,Rua de Âncora,4405-616,Porto,Vila Nova de Gaia,Gulpilhares,41.077452,-8.630563
2710-202,Rua de Santa Luzia,2710-202,Lisboa,Sintra,São Pedro Penaferrim,38.787264,-9.367196
3130-403,Monte Vale Grande,3130-403,Coimbra,Soure,Vila Nova de Anços,40.076576,-8.652974
3850-362,Calvães,3850-362,Aveiro,Albergaria-a-Velha,Alquerubim,40.615216,-8.508930
8100-653,Travessa Júlio Dantas,8100-653,Faro,Loulé,São Clemente,37.135524,-8.014367
3515-828,Estrada Nacional 16,3515-828,Viseu,Abraveses,Abraveses,40.740784,-7.940055
2925-543,Rua José Augusto Coelho,2925-543,Setúbal,São Lourenço,São Lourenço,38.539473,-9.019157
8600-697,Rua da Laranjeira,8600-697,Faro,Lagos,São Sebastião,37.101324,-8.674165
2520-135,Rua de Nossa Senhora da Guia,2520-135,Leiria,Peniche,Ferrel,39.363541,-9.315978
8500-585,Rua Conselheiro João Franco,8500-585,Faro,Portimão,Portimão,37.129228,-8.539125
1170-053,Rua das Beatas,1170-053,Lisboa,Graça,Graça,38.718955,-9.128777
3100-344,Guistola,3100-344,Leiria,Pombal,Pombal,39.891367,-8.606952
2775-273,Avenida da República,2775-273,Lisboa,Cascais,Parede,38.695785,-9.329760
2750-806,Praceta das Chetainhas,2750-806,Lisboa,Cascais,Cascais,38.733716,-9.449502
4470-258,Rua dos Carvalhos,4470-258,Porto,Maia,Vermoim,41.235869,-8.611107
8700-389,Rua da Cerca de Ferro,8700-389,Faro,Olhão,Olhão,37.028042,-7.843278
1250-113,Calçada da Glória,1250-113,Lisboa,São José,São José,38.715186,-9.143437
1150-068,Rua Bernardim Ribeiro,1150-068,Lisboa,São Jorge de Arroios,São Jorge de Arroios,38.726199,-9.143585
4980-629,Rua Doutor Alberto Cruz,4980-629,Viana do Castelo,Ponte da Barca,Ponte da Barca,41.808770,-8.419441
2765-288,Avenida da Suíça,2765-288,Lisboa,Cascais,Estoril,38.710453,-9.390012
2485-131,Rua General Humberto Delgado,2485-131,Leiria,Porto de Mós,Mira de Aire,39.545359,-8.720788
4400-209,Rua Machado dos Santos,4400-209,Porto,Vila Nova de Gaia,Santa Marinha,41.129534,-8.631570
2800-087,Rua Francisco Sá de Miranda,2800-087,Setúbal,Almada,Almada,38.676058,-9.161018
4900-400,Rua das Lavadeiras,4900-400,Viana do Castelo,Santa Maria Maior,Santa Maria Maior,41.709631,-8.824432
6120-778,Termas Fadagosa,6120-778,Santarém,Mação,Mação,39.528634,-8.000386
4715-266,Estrada de Dadim,4715-266,Braga,Nogueiró,Nogueiró,41.547234,-8.385845
2775-082,Rua Cláudio Lagrange,2775-082,Lisboa,Cascais,Parede,38.700778,-9.367237
2765-351,Rua Salvador Correia de Sá,2765-351,Lisboa,Cascais,Estoril,38.708595,-9.383346
2530-424,Rua do Poçinho,2530-424,Lisboa,Lourinhã,Miragaia,39.235550,-9.264298
4400-112,Rua Dom António Ferreira Gomes,4400-112,Porto,Vila Nova de Gaia,Mafamude,41.125481,-8.612737
8500-715,Rua Padre Evaristo Rosário Guerreiro,8500-715,Faro,Portimão,Portimão,37.133077,-8.539712
7520-214,Rua Gomes Freire,7520-214,Setúbal,Sines,Sines,37.956594,-8.867040
4455-507,Rua 9 de Julho,4455-507,Porto,Matosinhos,Perafita,41.229051,-8.707895
4730-461,Fuselha,4730-461,Braga,Vila Verde,Vila de Prado,41.682237,-8.449270
1350-169,Rua de Infantaria 16,1350-169,Lisboa,Santo Condestável,Santo Condestável,38.718318,-9.163197
2450-208,Rua Doutor Rui Rosa,2450-208,Leiria,Nazaré,Nazaré,39.602041,-9.071137
8135-152,Travessa do Calvário,8135-152,Faro,Loulé,Almancil,37.087541,-8.036709
1070-130,Rua Francisco de Assis Rodrigues,1070-130,Lisboa,Campolide,Campolide,38.727577,-9.165127
4690-093,Cabaçal,4690-093,Viseu,Cinfães,Espadanedo,41.041142,-8.109907
2765-395,Travessa de Sabóia,2765-395,Lisboa,Cascais,Estoril,38.712198,-9.406392
2755-281,Rua de Faro,2755-281,Lisboa,Cascais,Alcabideche,38.712313,-9.415688
7750-202,Alcaria dos Javases,7750-202,Beja,Mértola,Espírito Santo,37.666506,-7.651897
7630-384,Monte da Estrada,7630-384,Beja,Odemira,Relíquias,37.708961,-8.575091
2750-147,Rua de São Tomé,2750-147,Lisboa,Cascais,Cascais,38.707663,-9.423049
4465-005,Rua da Bouça da Cavadinha,4465-005,Porto,Matosinhos,São Mamede de Infesta,41.184644,-8.598574
3240-202,Além da Ponte,3240-202,Leiria,Ansião,Ansião,39.966121,-8.421900
1300-230,Rua Feliciano de Sousa,1300-230,Lisboa,Alcântara,Alcântara,38.709086,-9.175488
2910-088,Rua Gil Vicente,2910-088,Setúbal,São Sebastião,São Sebastião,38.523579,-8.885816
2705-494,Rua do Moinho de Vento,2705-494,Lisboa,Sintra,São João das Lampas,38.911165,-9.408732
1500-139,Rua Carlos Pereira,1500-139,Lisboa,São Domingos de Benfica,São Domingos de Benfica,38.742789,-9.178485
4000-349,Rua Moreira de Assunção,4000-349,Porto,Santo Ildefonso,Santo Ildefonso,41.158079,-8.607804
1350-142,Rua Francisco Metrass,1350-142,Lisboa,Santo Condestável,Santo Condestável,38.717410,-9.166430
2750-530,Avenida da Charneca,2750-530,Lisboa,Cascais,Cascais,38.734197,-9.451189
1100-057,Rua Augusta,1100-057,Lisboa,São Nicolau,São Nicolau,38.710626,-9.137671
9300-310,Caminho da Levada do Rancho,9300-310,Madeira,Câmara de Lobos,Câmara de Lobos,32.654220,-16.987736
2950-256,Rua de Olivença,2950-256,Setúbal,Palmela,Palmela,38.567150,-8.947226
7460-155,Rua Luis de Camões,7460-155,Portalegre,Fronteira,Fronteira,39.052943,-7.643550
4405-648,Travessa do Fontao,4405-648,Porto,Vila Nova de Gaia,Gulpilhares,41.071427,-8.635975
4100-422,Rua 15 de Novembro,4100-422,Porto,Cedofeita,Cedofeita,41.159655,-8.633014
3440-337,Largo do Municipio,3440-337,Viseu,Santa Comba Dão,Santa Comba Dão,40.396611,-8.132173
3360-071,Carregal,3360-071,Coimbra,Penacova,Friúmes,40.262185,-8.208218
1350-154,Rua Gilberto Rola,1350-154,Lisboa,Prazeres,Prazeres,38.705507,-9.172579
3450-057,Falgaroso da Serra,3450-057,Viseu,Mortágua,Espinho,40.444313,-8.286861
3080-280,Rua de Santa Cruz,3080-280,Coimbra,Figueira da Foz,Buarcos,40.166274,-8.877994
8700-249,Rua José dos Santos Rufino,8700-249,Faro,Olhão,Quelfes,37.034772,-7.846560
4900-378,Largo Cidade da Baia,4900-378,Viana do Castelo,Monserrate,Monserrate,41.695447,-8.839482
2150-167,Rua Dom Afonso Henriques,2150-167,Santarém,Golegã,Golegã,39.403551,-8.484584
3870-169,Rua Luis Carneiro da Silva,3870-169,Aveiro,Murtosa,Murtosa,40.734642,-8.643312
2900-084,Rua de Nova Lisboa,2900-084,Setúbal,São Julião,São Julião,38.537888,-8.892745
3660-507,Rua Principal,3660-507,Viseu,São Pedro do Sul,São Pedro do Sul,40.819696,-7.997586
7700-070,Rua Doutor José Caetano da Ponte,7700-070,Beja,Almodôvar,Almodôvar,37.511926,-8.060333
2675-297,Avenida Professor Doutor Augusto Abreu Lopes,2675-297,Lisboa,Odivelas,Odivelas,38.795319,-9.183788
2520-624,Bairro da Prageira,2520-624,Leiria,Peniche,Ajuda,39.359778,-9.370488
2430-532,Rua Parque de Campismo Orbitur,2430-532,Leiria,Marinha Grande,Marinha Grande,39.760463,-9.022682
4710-091,Rua de Santa Marinha,4710-091,Braga,Adaúfe,Adaúfe,41.561313,-8.390594
9000-074,Rua Estanco Velho,9000-074,Madeira,Funchal,Sé,32.648991,-16.908125
4795-883,Rua Lindinha Lucas,4795-883,Porto,Santo Tirso,São Mamede Negrelos,41.348720,-8.357461
2530-608,Travessa dos Poleirais,2530-608,Lisboa,Lourinhã,Reguengo Grande,39.287742,-9.219395
8200-360,Travessa Mirita Casimiro,8200-360,Faro,Albufeira,Albufeira,37.099614,-8.227558
4810-770,Rua dos Penedos Altos,4810-770,Braga,Guimarães,Pinheiro,41.415618,-8.280347
1900-310,Rua Luís Monteiro,1900-310,Lisboa,São João,São João,38.734375,-9.126910
7580-144,Rua do Conde,7580-144,Setúbal,Alcácer do Sal,Santa Maria do Castelo,38.371625,-8.512188
4690-835,Paredes,4690-835,Viseu,Cinfães,Travanca,41.041142,-8.109907
1200-669,Rua da Estrela,1200-669,Lisboa,Santa Isabel,Santa Isabel,38.715127,-9.160734
2950-583,Rua 1,2950-583,Setúbal,Palmela,Quinta do Anjo,38.567501,-8.940930
4760-510,Rua do Penedo,4760-510,Braga,Vila Nova de Famalicão,Gondifelos,41.419040,-8.591086
3040-014,Rua Augusto Matos,3040-014,Coimbra,Santa Clara,Santa Clara,40.201880,-8.440167
4400-260,Rua de 4 Caminhos,4400-260,Porto,Vila Nova de Gaia,Canidelo,41.129248,-8.614350
2835-514,Rua 9,2835-514,Setúbal,Barreiro,Santo António da Charneca,38.634676,-9.032624
2745-740,Praceta Cesário Verde,2745-740,Lisboa,Sintra,Massamá,38.754813,-9.287507
5100-395,Felgueiras,5100-395,Viseu,Lamego,Cambres,41.131892,-7.805814
4925-341,Rua Padre Domingos Gomes Couto,4925-341,Viana do Castelo,Cardielos,Cardielos,41.714174,-8.733207
7960-271,Rua dos Caldeireiros,7960-271,Beja,Vidigueira,Vidigueira,38.209037,-7.800646
4415-118,Rua de Sedões,4415-118,Porto,Vila Nova de Gaia,Sermonde,41.051880,-8.582418
2705-282,Rua Doutor Sá Carneiro,2705-282,Lisboa,Sintra,Colares,38.813109,-9.440429
2710-125,Largo da Ponte,2710-125,Lisboa,Sintra,Santa Maria e São Miguel,38.814797,-9.390145
3740-014,Quinta Nova,3740-014,Aveiro,Sever do Vouga,Cedrim,40.711210,-8.340409
4615-804,Carreira,4615-804,Braga,Celorico de Basto,Agilde,41.330158,-8.144960
3040-054,Estrada da Balseira,3040-054,Coimbra,Santa Clara,Santa Clara,40.178520,-8.440263
4515-488,Rua do Cais,4515-488,Porto,Gondomar,Melres,41.072288,-8.406365
9370-092,Impasse Roque,9370-092,Madeira,Calheta (Madeira),Arco da Calheta,,
4500-704,Avenida São Cristóvão,4500-704,Aveiro,Santa Maria da Feira,Nogueira da Regedoura,41.000769,-8.603495
9300-121,Travessa Pé do Pico,9300-121,Madeira,Câmara de Lobos,Câmara de Lobos,32.649174,-16.969725
3885-587,Rua João de Santarém,3885-587,Aveiro,Ovar,Esmoriz,40.958192,-8.651790
7630-028,Bemposta de Cima,7630-028,Beja,Odemira,Odemira,37.596404,-8.620941
2955-340,Estrada Nacional 252,2955-340,Setúbal,Palmela,Pinhal Novo,38.645412,-8.901267
3230-103,Louçainha,3230-103,Coimbra,Penela,Espinhal,40.026169,-8.310458
4570-058,Rua do Caminho Largo,4570-058,Porto,Póvoa de Varzim,Balazar,41.398267,-8.618295
3670-027,Sanfins,3670-027,Viseu,Vouzela,Alcofra,40.616029,-8.181274
3105-342,Rua de Santana,3105-342,Leiria,Pombal,Redinha,40.003970,-8.586434
4500-320,Rua 35,4500-320,Aveiro,Espinho,Espinho,41.003126,-8.640388
7555-136,Rua Doutor Francisco Beja da Costa,7555-136,Setúbal,Santiago do Cacém,Cercal,37.802818,-8.674493
2955-231,Estrada Municipal 533-1,2955-231,Setúbal,Palmela,Pinhal Novo,38.632083,-8.930605
7520-171,Rua António Aleixo,7520-171,Setúbal,Sines,Sines,37.956458,-8.872506
2490-761,Rua Luís de Camões,2490-761,Santarém,Ourém,Nossa Senhora Misericórdias,39.628042,-8.573512
4700-714,Rua da Mina,4700-714,Braga,Palmeira,Palmeira,41.590143,-8.430877
8300-184,Rua 25 de Abril,8300-184,Faro,Silves,Silves,37.188284,-8.440634
6100-762,Rua Doutor Guimarães,6100-762,Castelo Branco,Sertã,Sertã,39.805881,-8.099087
4940-701,Aldeia,4940-701,Viana do Castelo,Paredes de Coura,Vascões,41.898183,-8.513025
1600-621,Rua Professor Fernando de Mello Moser,1600-621,Lisboa,Lumiar,Lumiar,38.771188,-9.170098
9000-158,Rua Professor Doutor Marck Hatias,9000-158,Madeira,Funchal,São Martinho,32.655308,-16.929461
3080-300,Rua Joaquim Sotto Mayor,3080-300,Coimbra,Figueira da Foz,São Julião (Figueira da Foz),40.158160,-8.863066
3750-866,Estrada Real,3750-866,Aveiro,Águeda,Borralha,40.554306,-8.449056
1000-210,Rua Oliveira Martins,1000-210,Lisboa,São João de Deus,São João de Deus,38.743828,-9.139769
6420-050,Rua Diamantino Tavares,6420-050,Guarda,Trancoso,Santa Maria,40.776935,-7.347348
4750-311,Rua Visconde Leiria,4750-311,Braga,Barcelos,Barcelos,41.530454,-8.619914
4540-343,Vide,4540-343,Aveiro,Arouca,Espiunca,40.940277,-8.281049
7580-104,Largo Campos Valdez,7580-104,Setúbal,Alcácer do Sal,Santiago,38.371508,-8.508416
4810-242,Rua Manuel Saraiva Brandão,4810-242,Braga,Guimarães,São Paio (Guimarães),41.443506,-8.301615
8500-843,Avenida do Rio Arade,8500-843,Faro,Portimão,Portimão,37.119574,-8.532457
4100-132,Avenida da Boavista,4100-132,Porto,Lordelo do Ouro,Lordelo do Ouro,41.161597,-8.632763
3360-135,Oliveira do Mondego,3360-135,Coimbra,Penacova,Oliveira do Mondego,40.322377,-8.225293
5030-304,Boavista,5030-304,Vila Real,Santa Marta de Penaguião,Medrões,41.231570,-7.814841
2530-516,Estrada dos Carvalhos,2530-516,Lisboa,Lourinhã,Moledo,39.280030,-9.255838
7500-130,Avenida Manuel da Fonseca,7500-130,Setúbal,Santiago do Cacém,Santo André,38.056776,-8.780384
4970-663,Paradela,4970-663,Viana do Castelo,Arcos de Valdevez,Soajo,41.881432,-8.214589
3570-180,Pinheiro,3570-180,Guarda,Aguiar da Beira,Pinheiro,40.804286,-7.601127
7900-651,Rua João de Vilhena,7900-651,Beja,Ferreira do Alentejo,Ferreira do Alentejo,38.057869,-8.117010
7600-220,Rua das Eiras de Cima,7600-220,Beja,Aljustrel,Ervidel,37.906030,-8.186199
1700-010,Rua Afonso Lopes Vieira,1700-010,Lisboa,Campo Grande,Campo Grande,38.752409,-9.148540
6090-588,Rua Sacadura Cabral,6090-588,Castelo Branco,Penamacor,Penamacor,40.167837,-7.170299
9385-210,Caminho da Ribeira,9385-210,Madeira,Calheta (Madeira),Ponta do Pargo,,
2820-303,Travessa Direita,2820-303,Setúbal,Almada,Charneca da Caparica,38.604007,-9.172708
4820-090,Rua Dom Afonso Henriques,4820-090,Braga,Fafe,Regadas,41.402000,-8.148590
8950-203,Rua da Estrada Nacional,8950-203,Faro,Castro Marim,Castro Marim,37.234928,-7.452503
3105-118,Oliveirinha,3105-118,Leiria,Pombal,Ilha,39.904696,-8.732629
6300-731,Rua Mestre de Avis,6300-731,Guarda,Sé,Sé,40.533786,-7.265617
1900-194,Calçada Dom Gastão,1900-194,Lisboa,Beato,Beato,38.728999,-9.109064
8500-749,Rua Vila de Lobos,8500-749,Faro,Portimão,Portimão,37.143289,-8.538465
1300-281,Rua Gil Vicente,1300-281,Lisboa,Alcântara,Alcântara,38.704136,-9.183925
6270-195,Eirô,6270-195,Guarda,Seia,Santa Marinha,40.454746,-7.647661
8100-323,Ribeira de Algibre,8100-323,Faro,Loulé,São Sebastião,37.235343,-8.177029
7050-704,Foros de Vale de Figueira,7050-704,Évora,Montemor-o-Novo,Foros de Vale de Figueira,38.722736,-8.318806
1070-132,Rua Francisco Ferreira Cangalhas,1070-132,Lisboa,Campolide,Campolide,38.731488,-9.173247
8100-703,Rua Júlio Dinis,8100-703,Faro,Loulé,São Sebastião,37.138880,-8.027011
4990-692,Bárrio,4990-692,Viana do Castelo,Ponte de Lima,Refóios do Lima,41.833512,-8.584144
3080-146,Ladeira da Lomba,3080-146,Coimbra,Figueira da Foz,São Julião (Figueira da Foz),40.150989,-8.857671
2700-814,Rua das Terras dos Vales,2700-814,Lisboa,Amadora,Falagueira,38.756777,-9.227867
7645-041,Malhadinhas,7645-041,Beja,Odemira,Vila Nova de Milfontes,37.773808,-8.750916
7580-156,Rua Doutor Miguel Bombarda,7580-156,Setúbal,Alcácer do Sal,Santiago,38.370738,-8.505637
4250-474,Rua Silva Porto,4250-474,Porto,Paranhos,Paranhos,41.170528,-8.618304
3250-158,Pé da Serra,3250-158,Leiria,Alvaiázere,Alvaiázere,39.815194,-8.427455
4700-430,Rua da Granja,4700-430,Braga,Sé,Sé,41.553517,-8.434317
3885-280,Rua do Diário do Norte,3885-280,Aveiro,Ovar,Cortegaça,40.942770,-8.658224
3560-053,Pereira,3560-053,Viseu,Sátão,Ferreira de Aves,40.829218,-7.663293
2005-134,Rua Sem Nome 1620001,2005-134,Santarém,São Nicolau,São Nicolau,39.189408,-8.725094
9000-775,Rua do Engenho Velho,9000-775,Madeira,Funchal,São Martinho,32.665070,-16.951815
4300-322,Rua Meiral,4300-322,Porto,Campanhã,Campanhã,41.149709,-8.571033
3080-248,Rua Levy Paiva Manso,3080-248,Coimbra,Figueira da Foz,Buarcos,40.165127,-8.868538
4940-571,Santa,4940-571,Viana do Castelo,Paredes de Coura,Paredes de Coura,41.912215,-8.560999
2800-121,Rua Dom José de Mascarenhas,2800-121,Setúbal,Almada,Almada,38.683478,-9.156211
6120-069,São José das Matas,6120-069,Santarém,Mação,Envendos,39.530662,-7.850572
5360-150,Samões,5360-150,Bragança,Vila Flor,Samões,41.310041,-7.182038
4150-235,Rua Corte Real,4150-235,Porto,Foz do Douro,Foz do Douro,41.159944,-8.677622
4485-874,Rua 102,4485-874,Porto,Vila do Conde,Vila Chã,41.265292,-8.673148
2835-711,Quinta do Corvo,2835-711,Setúbal,Barreiro,Santo António da Charneca,38.636519,-9.043200
4870-031,Adoria,4870-031,Vila Real,Ribeira de Pena,Cerva,41.455725,-7.861287
7830-428,Rua Pedro Anes,7830-428,Beja,Serpa,Santa Maria,37.944053,-7.597239
4150-545,Rua Olivais,4150-545,Porto,Foz do Douro,Foz do Douro,41.148767,-8.665859
9020-086,Caminho Igreja,9020-086,Madeira,Funchal,Santo António,32.664703,-16.937620
8500-739,Praceta São Paulo,8500-739,Faro,Portimão,Portimão,37.143711,-8.542174
2710-390,Estrada de São Romão,2710-390,Lisboa,Sintra,Santa Maria e São Miguel,38.810081,-9.367143
8000-399,Rua do Norte,8000-399,Faro,Sé,Sé,37.017897,-7.929936
2785-299,Rua Antero de Quental,2785-299,Lisboa,Cascais,São Domingos de Rana,38.733954,-9.330678
2780-084,Rua Antero de Quental,2780-084,Lisboa,Oeiras,Oeiras e São Julião Barra,38.693901,-9.326421
8700-411,Rua de O Correio Olhanense,8700-411,Faro,Olhão,Olhão,37.024113,-7.841701
4350-322,Rua Senhora da Campanhã,4350-322,Porto,Campanhã,Campanhã,41.164922,-8.574135
4660-212,Avenida Rebelo Moniz,4660-212,Viseu,Resende,Resende,41.106053,-7.965189
2705-570,Chilreira,2705-570,Lisboa,Sintra,São João das Lampas,38.872559,-9.400920
2025-451,Atalaia,2025-451,Santarém,Azoia de Cima,Azoia de Cima,39.448364,-8.759249
4860-273,Buenos Aires,4860-273,Braga,Cabeceiras de Basto,Pedraça,-34.553240,-58.804793
7005-401,Rua Doutor Mário Oliveira,7005-401,Évora,Horta das Figueiras,Horta das Figueiras,38.558154,-7.917830
9060-054,Estrada Conde Carvalhal,9060-054,Madeira,Funchal,São Gonçalo,32.660962,-16.889459
4515-308,Rua Rossio,4515-308,Porto,Gondomar,Lomba,41.060395,-8.410920
9000-606,Beco Soca,9000-606,Madeira,Funchal,São Pedro,32.645892,-16.941622
4770-490,Rua das Portas,4770-490,Braga,Vila Nova de Famalicão,Ruivães,41.401830,-8.438942
6050-515,Rua de Abrantes,6050-515,Portalegre,Nisa,Tolosa,39.423747,-7.718968
3500-119,Praça Dom Duarte,3500-119,Viseu,Santa Maria,Santa Maria,40.659391,-7.911762
4415-082,Rua Pereira Guerner,4415-082,Porto,Vila Nova de Gaia,Perosinho,41.057916,-8.581500
7300-680,Rua do Vale Serrão,7300-680,Portalegre,Fortios,Fortios,39.333003,-7.497971
4050-601,Travessa Taipas,4050-601,Porto,Vitória,Vitória,41.143713,-8.616499
4000-204,Rua de Faria Guimarães,4000-204,Porto,Santo Ildefonso,Santo Ildefonso,41.167437,-8.606444
5040-493,Vila Cova,5040-493,Vila Real,Mesão Frio,Vila Marim,41.179378,-7.870292
4490-430,Largo Doutor José Pontes,4490-430,Porto,Póvoa de Varzim,Póvoa de Varzim,41.386253,-8.771406
4400-196,Rua José Mariani,4400-196,Porto,Vila Nova de Gaia,Santa Marinha,41.126518,-8.620109
1885-085,Rua 25 de Abril,1885-085,Lisboa,Loures,Moscavide,41.259476,-8.484225
2425-182,Rua da Escola,2425-182,Leiria,Bajouca,Bajouca,39.921828,-8.885242
5120-014,São Martinho,5120-014,Viseu,Tabuaço,Adorigo,41.147527,-7.610711
3105-014,Netos,3105-014,Leiria,Pombal,Almagreira,40.006121,-8.649212
2125-121,Estrada Nacional 367,2125-121,Santarém,Salvaterra de Magos,Marinhais,39.045510,-8.688062
7350-171,Rua do Tabolado,7350-171,Portalegre,Elvas,Assunção,38.878708,-7.164581
4410-491,Rua Padre Pinho Nunes,4410-491,Porto,Vila Nova de Gaia,Arcozelo,41.053903,-8.650721
1885-083,Rua 25 de Abril,1885-083,Lisboa,Loures,Moscavide,41.259476,-8.484225
3800-279,Rua Cidade de Viseu,3800-279,Aveiro,Vera Cruz,Vera Cruz,40.646232,-8.637649
4835-503,Rua da Cruz,4835-503,Braga,Guimarães,Nespereira,41.408923,-8.321079
4835-077,Rua Miguel Torga,4835-077,Braga,Guimarães,Creixomil,41.436239,-8.302105
4465-071,Rua do Centro,4465-071,Porto,Matosinhos,São Mamede de Infesta,41.192125,-8.606809
2560-195,Casaisl Miguéis,2560-195,Lisboa,Torres Vedras,São Pedro da Cadeira,39.066969,-9.385650
2120-107,Travessa do Forno de Vidro,2120-107,Santarém,Salvaterra de Magos,Salvaterra de Magos,39.030435,-8.793286
3700-052,Rua de Arrifana,3700-052,Aveiro,São João da Madeira,São João da Madeira,40.904852,-8.500293
3360-313,Lagares,3360-313,Coimbra,Penacova,Travanca do Mondego,40.319844,-8.197415
2510-147,Rua da Várzea,2510-147,Leiria,Óbidos,São Pedro (Óbidos),39.366964,-9.150197
2735-677,Avenida do Brasil,2735-677,Lisboa,Sintra,São Marcos,38.748733,-9.296503
4710-362,Rua de Camões,4710-362,Braga,São Vicente,São Vicente,41.554526,-8.419581
7580-016,Rua Principal,7580-016,Setúbal,Alcácer do Sal,Santiago,38.526230,-8.496781
4405-916,Travessa de Vale,4405-916,Porto,Vila Nova de Gaia,Madalena,41.107118,-8.640357
4430-024,Rua Azevedo Magalhães,4430-024,Porto,Vila Nova de Gaia,Oliveira do Douro,41.130782,-8.596637
4430-219,Rua Santa Rita,4430-219,Porto,Vila Nova de Gaia,Mafamude,41.109914,-8.601783
4795-285,Rua dos Carvalhos,4795-285,Porto,Santo Tirso,Roriz,41.339026,-8.365394
2765-468,Rua Arnaldo Gama,2765-468,Lisboa,Cascais,Estoril,38.699901,-9.379519
2745-094,Rua dos Combatentes da Grande Guerra,2745-094,Lisboa,Sintra,Queluz,38.757854,-9.253171
2970-856,Rua Joaquim Pinto Braz,2970-856,Setúbal,Sesimbra,Castelo (Sesimbra),38.477167,-9.105310
4800-176,Rua Fernando Pessoa,4800-176,Braga,Guimarães,Fermentões,41.449522,-8.304295
3800-248,Rua de Sá,3800-248,Aveiro,Vera Cruz,Vera Cruz,40.645612,-8.645882
2440-035,Forneiros,2440-035,Leiria,Batalha,Batalha,39.665262,-8.814012
8000-356,Rua General Teófilo da Trindade,8000-356,Faro,Sé,Sé,37.020692,-7.932447
2540-185,Estorninho,2540-185,Leiria,Bombarral,Bombarral,39.237764,-9.146138
4485-540,Rua Infante Dom Henrique,4485-540,Porto,Vila do Conde,Mindelo,41.314606,-8.736365
2640-793,Rua Capitão Pompeu Lobo de Sousa,2640-793,Lisboa,Mafra,Mafra,38.937756,-9.346740
7555-111,Largo 1 de Maio,7555-111,Setúbal,Santiago do Cacém,Cercal,37.904200,-8.587600
2560-508,Rua Vasco da Gama,2560-508,Lisboa,Torres Vedras,Silveira,39.072537,-9.383045
4200-379,Rua Luís Woodhouse,4200-379,Porto,Paranhos,Paranhos,41.169384,-8.593314
6230-350,Praça Amália Rodrigues,6230-350,Castelo Branco,Fundão,Fundão,40.136393,-7.503557
