postcode,title,query_postcode,district,municipality,locality,lat,lng
3030-177,Rua Carlos Seixas,3030-177,Coimbra,Santo António dos Olivais,Santo António dos Olivais,40.195012,-8.416763
4970-048,Souto Novo,4970-048,Viana do Castelo,Arcos de Valdevez,Aguiã,41.884967,-8.433819
4860-351,Avenida General Humberto Delgado,4860-351,Braga,Cabeceiras de Basto,Refojos de Basto,41.514689,-7.991544
2815-705,Rua José Vizinho,2815-705,Setúbal,Almada,Sobreda,38.632468,-9.173800
4480-076,Rua 33,4480-076,Porto,Vila do Conde,Árvore,41.329134,-8.726792
2590-074,Casal do Castelo,2590-074,Lisboa,Sobral de Monte Agraço,São Quintino,39.018534,-9.152947
8375-126,Rua Heróis de Mucaba,8375-126,Faro,Silves,São Bartolomeu de Messines,37.255665,-8.287960
4610-216,Travessa da Póvoa,4610-216,Porto,Felgueiras,Margaride Santa Eulália,41.367378,-8.195830
2530-669,Rua dos Mestres,2530-669,Lisboa,Lourinhã,Ribamar,39.202801,-9.326853
4465-066,Rua Central do Seixo,4465-066,Porto,Matosinhos,São Mamede de Infesta,41.187441,-8.628007
4610-212,Rua Rebelo de Carvalho,4610-212,Porto,Felgueiras,Margaride Santa Eulália,41.362579,-8.202411
4720-552,Rua de Covas,4720-552,Braga,Amares,Paranhos,41.624965,-8.415992
3870-341,Rua da Sertela,3870-341,Aveiro,Murtosa,Torreira,40.758205,-8.706191
7200-517,Rua da Ribeira,7200-517,Évora,Reguengos de Monsaraz,Campinho,38.364130,-7.469903
2705-218,Rua da Escola Nova,2705-218,Lisboa,Sintra,Colares,38.774359,-9.479779
2750-824,Travessa Maria Judite de Carvalho,2750-824,Lisboa,Cascais,Cascais,38.713873,-9.433801
9300-071,Caminho Heras,9300-071,Madeira,Câmara de Lobos,Câmara de Lobos,32.662885,-16.987259
2800-147,Rua Dona Leonor de Mascarenhas,2800-147,Setúbal,Almada,Almada,38.679878,-9.162103
4740-438,Rua de Rique,4740-438,Braga,Esposende,Forjães,41.605018,-8.743659
2650-146,Largo Poeta Ary dos Santos,2650-146,Lisboa,Amadora,Alfornelos,38.762210,-9.207767
7940-461,Rua de Beja,7940-461,Beja,Cuba,Vila Ruiva,38.164193,-7.891363
4480-829,Rua Nossa Senhora de Fátima,4480-829,Porto,Vila do Conde,Vila do Conde,41.367874,-8.661319
4660-037,Vilar Barrô,4660-037,Viseu,Resende,Barrô,41.127320,-7.888891
4455-136,Rua Tenente Francisco José da Silva,4455-136,Porto,Matosinhos,Lavra,41.251235,-8.720755
3080-210,Rotunda Doutora Natércia Crisanto,3080-210,Coimbra,Figueira da Foz,Tavarede,40.247549,-8.824975
2700-646,Avenida Pedro Álvares Cabral,2700-646,Lisboa,Amadora,Mina,38.764337,-9.239551
3750-552,Pedaçães,3750-552,Aveiro,Águeda,Lamas do Vouga,40.627399,-8.472225
8650-220,Largo da Bica,8650-220,Faro,Vila do Bispo,Budens,37.090083,-8.812501
5100-555,Ribelas,5100-555,Viseu,Lamego,Lalim,41.044368,-7.809902
3670-050,Pes-de-Pontes,3670-050,Viseu,Vouzela,Cambra,40.698328,-8.177525
8100-609,Rua 9 de Abril,8100-609,Faro,Loulé,São Clemente,37.138573,-8.022660
4900-531,Rua Emídio Navarro,4900-531,Viana do Castelo,Santa Maria Maior,Santa Maria Maior,41.696169,-8.828714
8400-663,Urbanização Encosta da Bela Vista,8400-663,Faro,Lagoa (Algarve),Parchal,37.134169,-8.454257
8970-063,Rua de Nossa Senhora da Conceição,8970-063,Faro,Alcoutim,Alcoutim,37.470491,-7.473150
4605-147,Rua do Pontido,4605-147,Porto,Amarante,Mancelos,41.263912,-8.175397
8500-566,Rua Basílio Teles,8500-566,Faro,Portimão,Portimão,37.143230,-8.536645
2900-311,Avenida 5 de Outubro,2900-311,Setúbal,São Julião,São Julião,38.525453,-8.891774
6160-491,Senhora das Candeias,6160-491,Castelo Branco,Oleiros,Oleiros,39.931714,-7.969276
2795-228,Rua Manuel Ferreira,2795-228,Lisboa,Oeiras,Linda a Velha,38.719526,-9.241400
6050-128,Rua do Balcão,6050-128,Portalegre,Nisa,Amieira do Tejo,39.508785,-7.814804
3885-572,Rua Duarte Pacheco Pereira,3885-572,Aveiro,Ovar,Esmoriz,40.954170,-8.648986
2735-152,Impasse da Oca,2735-152,Lisboa,Sintra,Agualva,38.775897,-9.304658
2775-611,Avenida Nossa Senhora dos Remédios,2775-611,Lisboa,Cascais,Carcavelos,38.691963,-9.336618
2460-131,Rua 5 de Outubro,2460-131,Leiria,Alcobaça,Alfeizerão,39.627329,-8.950075
2300-182,Portela,2300-182,Santarém,Tomar,São Pedro de Tomar,39.582930,-8.343907
6120-704,Casas da Ribeira,6120-704,Santarém,Mação,Mação,39.710101,-8.036725
2755-167,Rua da Escola Nova,2755-167,Lisboa,Cascais,Alcabideche,38.753710,-9.447846
6360-110,Minhocal,6360-110,Guarda,Celorico da Beira,Minhocal,40.689391,-7.346719
6120-031,Vale da Mua,6120-031,Santarém,Mação,Envendos,39.589997,-7.920571
3320-108,Porto de Vacas,3320-108,Coimbra,Pampilhosa da Serra,Janeiro de Baixo,40.083089,-7.786164
8800-431,Travessa de Lisboa,8800-431,Faro,Tavira,Santiago Tavira,37.123012,-7.651465
7480-125,Rua Combatentes do Ultramar,7480-125,Portalegre,Avis,Avis,39.051441,-7.886553
2900-158,Rua Mafaldo de Setúbal,2900-158,Setúbal,Nossa Senhora da Anunciada,Nossa Senhora da Anunciada,38.523895,-8.902499
3830-761,Praceta dos Emigrantes,3830-761,Aveiro,Ílhavo,Gafanha da Nazaré,40.640915,-8.744417
2645-537,Estrada da Ribeira,2645-537,Lisboa,Cascais,Alcabideche,38.725065,-9.414258
2660-285,Rua José Augusto Gouveia,2660-285,Lisboa,Loures,Santo António de Cavaleiros,38.859471,-9.165872
2775-620,Rua de Quelimane,2775-620,Lisboa,Cascais,Carcavelos,38.686629,-9.339011
5300-783,Quintela de Lampaças,5300-783,Bragança,Quintela de Lampaças,Quintela de Lampaças,41.612304,-6.877668
6000-722,Vilares de Cima,6000-722,Castelo Branco,Sarzedas,Sarzedas,39.845387,-7.616572
3240-456,Barroca,3240-456,Leiria,Ansião,Chão de Couce,39.893345,-8.390680
3405-494,Rua do Rossio,3405-494,Coimbra,Oliveira do Hospital,Travanca de Lagos,40.400081,-7.865064
4480-820,Rua General Lemos,4480-820,Porto,Vila do Conde,Vila do Conde,41.356897,-8.742583
2520-341,Rua das Âncoras,2520-341,Leiria,Peniche,Conceição,39.357622,-9.391603
4445-413,Rua Elias Garcia,4445-413,Porto,Valongo,Ermesinde,41.224581,-8.555364
2765-543,Rua 9 de Abril,2765-543,Lisboa,Cascais,Estoril,38.696452,-9.372782
2820-499,Rua João Simões,2820-499,Setúbal,Almada,Charneca da Caparica,38.614410,-9.185219
2970-136,Rua Manuel dos Santos Passinhas,2970-136,Setúbal,Sesimbra,Castelo (Sesimbra),38.467857,-9.092732
2685-124,Rua Teófilo Lopes Constantino,2685-124,Lisboa,Loures,Sacavém,38.796221,-9.113434
2750-751,Rua das Nogueiras,2750-751,Lisboa,Cascais,Cascais,38.708192,-9.440354
3560-052,Outeiro de Cima,3560-052,Viseu,Sátão,Ferreira de Aves,40.826898,-7.650795
2925-499,Rua Doutor Agostinho Machado Faria,2925-499,Setúbal,São Lourenço,São Lourenço,38.521841,-9.018728
2510-411,Rua Capela,2510-411,Leiria,Óbidos,Amoreira,39.342833,-9.206468
2520-138,Rua de Santo Antão,2520-138,Leiria,Peniche,Ferrel,39.364025,-9.314795
3830-111,Beco Lugre,3830-111,Aveiro,Ílhavo,São Salvador,40.599560,-8.668833
2765-602,Rua Marcello Mathias,2765-602,Lisboa,Cascais,Estoril,38.719645,-9.402011
5060-421,Antas,5060-421,Vila Real,Sabrosa,São Martinho de Antas,41.271343,-7.634526
7220-023,Rua da Liberdade,7220-023,Évora,Portel,Alqueva,38.307572,-7.703663
4715-004,Praça Araújo Carandá,4715-004,Braga,São José de São Lázaro,São José de São Lázaro,41.545186,-8.417989
4200-189,Avenida Combatentes da Grande Guerra,4200-189,Porto,Paranhos,Paranhos,41.165054,-8.594925
2460-534,Rua do Anjo,2460-534,Leiria,Alcobaça,Maiorga,39.578306,-8.980076
9325-100,Vereda Jogo da Bola,9325-100,Madeira,Câmara de Lobos,Estreito Câmara de Lobos,32.668622,-16.976678
2985-075,Estrada Nacional 251,2985-075,Setúbal,Montijo,Canha,38.691291,-8.624841
2705-499,Rua Sem Nome 900001099,2705-499,Lisboa,Sintra,São João das Lampas,38.872201,-9.404942
2785-640,Rua Vitor Mendes,2785-640,Lisboa,Cascais,São Domingos de Rana,38.714925,-9.349678
8700-263,Bairro do Galinho,8700-263,Faro,Olhão,Quelfes,37.025680,-7.838470
6270-072,Rua A,6270-072,Guarda,Seia,Loriga,40.326900,-7.687603
9370-761,Rua Nossa Senhora da Boa Morte,9370-761,Madeira,Calheta (Madeira),Calheta,,
2775-725,Rua de Lisboa,2775-725,Lisboa,Cascais,Carcavelos,38.696572,-9.340333
2580-106,Massorovia,2580-106,Lisboa,Alenquer,Aldeia Gavinha,39.083337,-9.095003
7555-211,Espadanal,7555-211,Setúbal,Santiago do Cacém,Cercal,37.797515,-8.661976
2970-676,Vila Pinto,2970-676,Setúbal,Sesimbra,Santiago (Sesimbra),23.244867,-106.408829
2520-320,Rua da Guiné,2520-320,Leiria,Peniche,Ajuda,39.362168,-9.391676
8375-139,Urbanização Farinha,8375-139,Faro,Silves,São Bartolomeu de Messines,37.257984,-8.292608
2890-182,Rua das Hortas,2890-182,Setúbal,Alcochete,Alcochete,38.711118,-8.919227
4575-265,Fontainhas,4575-265,Porto,Penafiel,Oldrões,41.151061,-8.295774
2820-358,Rua Alberto de Serpa,2820-358,Setúbal,Almada,Charneca da Caparica,38.597302,-9.174715
8100-506,Avenida 25 de Abril,8100-506,Faro,Loulé,São Clemente,37.140089,-8.020837
2710-317,Rua das Machadas,2710-317,Lisboa,Sintra,São Pedro Penaferrim,38.770502,-9.378314
2820-540,Rua dos Jarros,2820-540,Setúbal,Almada,Charneca da Caparica,38.568345,-9.173332
2750-095,Praceta de São Pedro,2750-095,Lisboa,Cascais,Cascais,38.719880,-9.461975
2600-405,Avenida Afonso de Albuquerque,2600-405,Lisboa,Vila Franca de Xira,Alhandra,38.929295,-9.009486
2070-352,Lapa,2070-352,Santarém,Cartaxo,Lapa,39.166637,-8.875084
4980-116,Eido,4980-116,Viana do Castelo,Ponte da Barca,Bravães,41.786910,-8.453266
4485-765,Largo General Lemos,4485-765,Porto,Vila do Conde,Vilar,41.279377,-8.677324
2525-100,Rua de Santo António,2525-100,Leiria,Peniche,Atouguia da Baleia,39.307336,-9.283883
1700-035,Praça de Alvalade,1700-035,Lisboa,São João de Brito,São João de Brito,38.752967,-9.143908
4150-711,Rua de Soares de Passos,4150-711,Porto,Lordelo do Ouro,Lordelo do Ouro,41.156164,-8.639460
2910-024,Rua 1º de Junho,2910-024,Setúbal,Gâmbia-Pontes-Alto Guerra,Gâmbia-Pontes-Alto Guerra,38.541532,-8.813510
7240-221,Bairro da Tapada do Celeiro,7240-221,Évora,Mourão,Mourão,38.316016,-7.235383
3740-065,Bouça da Pedra,3740-065,Aveiro,Sever do Vouga,Paradela,40.706189,-8.356583
2775-601,Rua de Lourenço Marques,2775-601,Lisboa,Cascais,Carcavelos,38.683859,-9.339964
3300-307,Bufalhão,3300-307,Coimbra,Arganil,Pombeiro da Beira,40.231121,-8.154022
4705-101,Rua Marceliano de Araújo,4705-101,Braga,Ferreiros,Ferreiros,41.534221,-8.440224
5370-374,Rua de São Miguel,5370-374,Bragança,Mirandela,Mirandela,41.485565,-7.180173
7750-610,Góis,7750-610,Beja,Mértola,São Miguel do Pinheiro,37.552044,-7.799780
7240-247,Rua do Alto da Forca,7240-247,Évora,Mourão,Mourão,38.383434,-7.339463
2645-310,Rua das Alfarrobeiras,2645-310,Lisboa,Cascais,Alcabideche,38.728750,-9.382077
2840-531,Travessa da Ermida,2840-531,Setúbal,Seixal,Seixal,38.642402,-9.106474
4930-352,Estrada,4930-352,Viana do Castelo,Valença,Ganfei (São Salvador),41.997928,-8.617503
9000-029,Rua Serpa Pinto,9000-029,Madeira,Funchal,Sé,32.640155,-16.924778
3860-210,Rua do Olho D'Água,3860-210,Aveiro,Estarreja,Beduído,38.588761,-9.094682
7050-164,Rua Condessa de Valença,7050-164,Évora,Montemor-o-Novo,Nossa Senhora da Vila,38.643299,-8.214724
2100-118,Largo Terreiro do Brito,2100-118,Santarém,Coruche,Coruche,38.960018,-8.525690
4690-061,Santa Eulália,4690-061,Viseu,Cinfães,Cinfães,41.085640,-8.099237
6040-078,Vale de Bordalo,6040-078,Portalegre,Gavião,Margem,39.382446,-7.898165
5100-530,Cairrão,5100-530,Viseu,Lamego,Figueira,41.076632,-7.806885
8500-143,Morgadinho de Baixo,8500-143,Faro,Portimão,Mexilhoeira Grande,37.164777,-8.604777
5030-046,Cumieira,5030-046,Vila Real,Santa Marta de Penaguião,Cumieira,41.257535,-7.773205
4905-641,Rua da Lameira,4905-641,Viana do Castelo,Vila de Punhe,Vila de Punhe,41.657433,-8.724655
2755-011,Rua da Abuxarda,2755-011,Lisboa,Cascais,Alcabideche,38.719551,-9.418431
2925-008,Rua São Pedro de Alcântara,2925-008,Setúbal,São Lourenço,São Lourenço,38.517961,-9.009948
7340-125,Rua de Arronches,7340-125,Portalegre,Arronches,Esperança,39.157883,-7.192172
9200-134,Rua Dom Martinho Costa Lopes,9200-134,Madeira,Machico,Machico,32.735152,-16.802399
4815-509,Rua Doutor Pereira de Freitas,4815-509,Braga,Vizela,São Miguel (Caldas de Vizela),41.378381,-8.312754
7200-479,Rua da Madeira,7200-479,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,38.426597,-7.541824
4925-092,Rua de Portuzelo,4925-092,Viana do Castelo,Santa Marta de Portuzelo,Santa Marta de Portuzelo,41.703271,-8.783370
2750-175,Rua João de Santarém,2750-175,Lisboa,Cascais,Cascais,38.700921,-9.437366
2625-141,Rua da República,2625-141,Lisboa,Vila Franca de Xira,Póvoa de Santa Iria,38.857977,-9.066622
3670-216,Covelo,3670-216,Viseu,Vouzela,Ventosa,40.693651,-8.096834
3200-254,Rua Vila de Prades,3200-254,Coimbra,Lousã,Lousã,40.116162,-8.240170
6440-125,Rua de Santa Maria de Aguiar,6440-125,Guarda,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,40.893932,-6.960165
4510-243,Estrada de Dom Miguel,4510-243,Porto,Gondomar,São Pedro da Cova,41.158732,-8.518557
9020-397,Rua Ribeira de Santana,9020-397,Madeira,Funchal,São Roque,32.667733,-16.927931
4600-254,Rua Bouça da Forca,4600-254,Porto,Amarante,São Gonçalo,41.303151,-8.067680
